date,Atlanta,Boston,Chicago,Cleveland,Dallas,KC,Minneapolis,National,NY,Philadelphia,Richmond,SF,SL,Consensus
1984-03,0.05882353,0.53846154,0.04761905,-0.15384615,-0.02380952,0.26,0.35,0.21212121,0.22222222,0.38297872,0.53658537,0.4,0.0,0.2182529
1984-05,-0.10294118,0.10526316,-0.03333333,0.32,0.16666667,0.0,0.0,0.16071429,0.225,0.26530612,0.29411765,0.11538462,0.21621622,0.13097333
1984-06,-0.07142857,0.16216216,-0.3125,-0.1875,-0.08510638,-0.03571429,0.0,-0.08064516,0.19354839,0.13636364,0.27777778,-0.19230769,-0.15789474,-0.02271664
1984-08,0.0,0.04545455,-0.23880597,-0.22222222,-0.17777778,0.05357143,-0.04651163,0.02702703,-0.14814815,0.20512821,0.02439024,-0.27083333,0.09090909,-0.05707046
1984-09,0.17241379,0.06451613,-0.37096774,-0.17391304,-0.39583333,-0.01785714,-0.12765957,0.10344828,0.24242424,0.28,0.36363636,-0.4,0.0,-0.03027003
1984-10,0.14583333,0.29787234,-0.25396825,-0.14583333,-0.30952381,-0.05555556,0.15686275,0.0,-0.05555556,0.22222222,-0.04761905,-0.46,0.08823529,-0.03475247
1984-12,0.24489796,-0.40909091,-0.1884058,-0.17741935,-0.22222222,-0.04081633,0.0212766,0.0625,-0.25806452,0.24,0.38297872,-0.05454545,-0.125,-0.04886761
1985-01,0.14893617,0.14285714,-0.24590164,-0.05084746,-0.18367347,-0.0212766,0.09090909,0.32258065,0.0,0.41463415,-0.25,0.06818182,0.0,0.00948493
1985-03,0.25,-0.02631579,-0.2244898,0.06382979,-0.17391304,0.04,0.225,0.10526316,0.13888889,0.51351351,0.25,-0.09090909,-0.13513514,0.06920578
1985-05,-0.04,-0.31428571,-0.14035088,-0.03846154,-0.47916667,0.19607843,-0.22727273,0.0,0.08108108,0.51111111,0.1627907,-0.08108108,-0.12121212,-0.04089745
1985-06,-0.20833333,0.06666667,-0.14666667,-0.10869565,-0.16,-0.04081633,-0.28571429,-0.20689655,-0.16666667,0.19148936,0.18918919,-0.13157895,-0.14285714,-0.07866532
1985-08,0.225,0.25,-0.17910448,-0.17647059,-0.3255814,-0.01851852,-0.18604651,-0.22222222,-0.18604651,0.26829268,-0.02702703,-0.14634146,0.10714286,-0.03289175
1985-09,0.10638298,0.11111111,-0.14035088,-0.24528302,-0.1372549,0.02083333,-0.25581395,-0.09090909,-0.26086957,0.33333333,0.24242424,-0.34210526,0.125,-0.03688272
1985-10,0.21276596,-0.12820513,-0.09722222,-0.16326531,-0.33333333,0.0862069,-0.09302326,0.0,0.05128205,0.36111111,-0.07692308,-0.17948718,0.02857143,-0.02762684
1985-12,-0.30232558,-0.19642857,-0.07017544,-0.05882353,-0.58139535,0.05454545,-0.13513514,0.0,-0.075,0.17142857,0.39285714,-0.34146341,0.29032258,-0.07096611
1986-01,0.04255319,0.48571429,-0.19298246,0.35294118,-0.60869565,0.22641509,0.18918919,-0.11538462,0.06976744,0.43243243,0.1875,0.0,0.09090909,0.10631198
1986-03,0.23255814,0.10638298,0.05172414,0.13333333,-0.51219512,0.27659574,0.09302326,0.03636364,-0.3125,0.36585366,0.08108108,-0.45,0.03333333,0.00826588
1986-05,0.02380952,0.16,0.04918033,-0.12,-0.48837209,-0.01960784,-0.34693878,-0.01785714,0.28571429,0.48837209,0.38235294,0.17647059,0.3030303,0.07450095
1986-06,0.225,0.03703704,0.06756757,-0.04444444,-0.6097561,0.02222222,0.16363636,-0.16071429,-0.05263158,0.5,-0.07894737,-0.02857143,0.15151515,0.02938562
1986-08,-0.07142857,-0.05405405,-0.22222222,0.0625,-0.7,-0.2244898,0.26190476,-0.11904762,0.10810811,0.17857143,-0.22857143,0.07692308,0.15384615,-0.05490938
1986-09,-0.14814815,0.06521739,-0.17105263,-0.19047619,-0.36363636,0.0,0.37777778,-0.08,0.0,0.16666667,-0.2,-0.0952381,0.03225806,-0.04388596
1986-10,-0.03773585,0.02272727,-0.21212121,0.07843137,-0.11111111,-0.05454545,0.34146341,0.04761905,0.2,0.18,0.05555556,0.21875,0.21428571,0.07464164
1986-12,0.05357143,0.05263158,-0.05970149,0.07692308,-0.24528302,-0.23529412,-0.10869565,0.31372549,0.14705882,0.33333333,0.125,0.2195122,0.24242424,0.05012337
1987-01,0.34693878,0.22222222,-0.10526316,0.10869565,-0.2173913,0.13953488,0.22222222,0.26666667,0.22222222,0.28846154,0.30555556,0.02857143,0.28571429,0.15395703
1987-03,0.36,0.34146341,0.11363636,0.10869565,-0.30232558,0.0,0.275,-0.01538462,-0.25,0.53488372,0.28571429,-0.27777778,-0.12121212,0.0890065
1987-05,0.06382979,0.08,0.15873016,0.23809524,-0.11904762,0.08,0.3125,0.25925926,0.08823529,0.08888889,0.48648649,0.04545455,0.15151515,0.13955733
1987-06,0.20408163,0.06,0.01886792,0.19230769,-0.25581395,-0.01886792,0.17307692,-0.10958904,-0.23684211,0.30357143,0.06060606,-0.19148936,-0.06451613,0.02041518
1987-08,0.17647059,0.17073171,0.27272727,-0.0625,-0.09302326,-0.03703704,0.54761905,0.07142857,-0.05555556,0.14634146,0.06818182,-0.02631579,0.11111111,0.10156261
1987-09,0.42307692,0.19512195,0.01754386,-0.08108108,0.20408163,0.0754717,0.26666667,0.15789474,-0.11764706,0.1,-0.02857143,-0.07317073,-0.28571429,0.05798151
1987-10,0.4,0.16216216,0.24561404,0.1,-0.30232558,-0.02,0.37735849,0.10344828,0.05128205,0.375,0.075,0.04878049,-0.15384615,0.11325212
1987-12,-0.26,-0.05,0.07843137,-0.175,-0.16666667,-0.03921569,0.06976744,0.0,-0.07692308,0.0,-0.0625,-0.21875,-0.27777778,-0.09821953
1988-01,0.10204082,0.02222222,0.19607843,0.24,-0.33333333,0.0,0.41463415,-0.14285714,-0.41176471,0.11627907,0.33333333,0.15,-0.05263158,0.0647382
1988-03,0.34782609,0.20512821,0.34782609,0.19047619,-0.27906977,-0.12244898,-0.11904762,0.2037037,0.09302326,0.25925926,0.13953488,0.0,0.20512821,0.10563632
1988-05,0.40816327,0.16666667,0.32692308,0.3125,0.07317073,0.11320755,0.35714286,0.29411765,-0.17073171,0.15909091,0.37037037,-0.07692308,0.37837838,0.20149658
1988-06,-0.07692308,0.08888889,0.04545455,-0.06818182,-0.37209302,0.03703704,0.30612245,0.0,-0.225,0.08571429,0.24074074,-0.41025641,-0.26315789,-0.05097119
1988-08,0.24444444,-0.08888889,0.26086957,0.23076923,-0.24444444,-0.04081633,0.16326531,0.0,-0.09302326,0.53488372,0.2745098,0.23404255,-0.58064516,0.07458055
1988-09,0.2244898,-0.10810811,0.07272727,-0.05405405,-0.31111111,-0.02222222,0.11363636,-0.06410256,-0.12195122,0.11428571,0.02222222,-0.1875,-0.275,-0.04438211
1988-10,-0.02083333,-0.31818182,-0.16666667,0.2195122,-0.125,0.05882353,0.24444444,-0.1,-0.02272727,0.44444444,-0.12068966,0.04081633,-0.08108108,0.01273843
1988-11,-0.08510638,0.05769231,0.06818182,0.34210526,-0.30434783,-0.05769231,0.27118644,-0.08823529,-0.21052632,0.2826087,0.08108108,-0.25490196,0.0,0.01585673
1989-01,-0.10204082,0.09756098,0.14285714,0.28205128,-0.275,0.07017544,0.15384615,0.06,0.07317073,0.0,0.07317073,0.2826087,-0.20512821,0.04943934
1989-03,0.19512195,0.0,0.1754386,0.1,-0.08695652,0.0,0.19565217,-0.32,0.08108108,0.15789474,-0.04651163,-0.125,0.03030303,0.05641862
1989-05,-0.22727273,-0.3255814,0.01818182,-0.05405405,-0.14893617,0.07272727,0.15555556,0.03896104,-0.31578947,0.0,-0.08823529,-0.08163265,0.03030303,-0.08039451
1989-06,-0.29268293,-0.14583333,-0.10204082,-0.17948718,0.02173913,-0.24,0.14634146,-0.05882353,-0.15384615,-0.27906977,0.02777778,-0.03921569,-0.41176471,-0.13734018
1989-08,-0.39534884,-0.2826087,-0.02040816,-0.18918919,0.09433962,-0.24074074,-0.05,-0.14,-0.15555556,-0.31578947,0.0,-0.06818182,-0.31428571,-0.16148071
1989-09,-0.17391304,-0.25581395,-0.07894737,-0.11764706,-0.07843137,0.01960784,0.13043478,-0.02,-0.02631579,-0.17647059,0.21568627,0.29166667,-0.18918919,-0.03661107
1989-11,-0.29545455,0.07692308,0.0625,-0.30555556,0.0,0.26415094,0.20408163,-0.04,-0.09302326,-0.2826087,-0.0625,0.15,-0.35135135,-0.05273648
1989-12,-0.33333333,-0.27906977,-0.06349206,-0.05555556,-0.2173913,0.18,0.34090909,0.0625,-0.25,-0.18181818,-0.31111111,-0.09803922,-0.45,-0.14324179
1990-01,-0.36363636,0.02173913,0.25,-0.175,0.06521739,0.15217391,0.33333333,-0.10714286,-0.35897436,-0.07894737,-0.14285714,0.16666667,-0.08333333,-0.01780151
1990-03,-0.2745098,-0.12820513,0.125,-0.025,0.1875,-0.08510638,-0.25925926,-0.3559322,-0.4047619,-0.45714286,-0.19512195,0.0,-0.13157895,-0.13734885
1990-05,-0.04081633,-0.29787234,0.03333333,-0.4,0.0,-0.05263158,0.04255319,-0.11111111,-0.23076923,0.16666667,0.1627907,0.04166667,-0.40540541,-0.08170703
1990-06,-0.20512821,-0.28888889,-0.36170213,-0.10810811,-0.01960784,0.04166667,0.11627907,-0.13207547,-0.27272727,-0.4,-0.02222222,0.15517241,-0.51351351,-0.156565
1990-08,-0.25,-0.12,0.01754386,-0.025,-0.02040816,0.0,0.10638298,-0.20967742,-0.21428571,-0.38888889,-0.16326531,-0.15555556,-0.41025641,-0.1353111
1990-09,-0.39473684,-0.37209302,-0.26415094,-0.16326531,0.10344828,-0.2,0.20408163,-0.31372549,-0.48780488,-0.67567568,-0.46666667,-0.1627907,-0.38235294,-0.27183392
1990-10,-0.48717949,-0.20512821,-0.05172414,-0.35714286,-0.18867925,-0.06382979,-0.11111111,-0.48979592,-0.45945946,-0.76744186,-0.29411765,-0.20408163,-0.45,-0.30332462
1990-12,-0.48648649,-0.31707317,-0.43137255,-0.29411765,0.01724138,-0.1,0.07843137,-0.25454545,-0.5,-0.57142857,-0.34782609,-0.44,-0.125,-0.29313598
1991-01,-0.38888889,-0.41463415,-0.38235294,-0.125,-0.10909091,-0.52272727,-0.09433962,-0.53846154,-0.31707317,-0.52777778,-0.35294118,-0.5862069,-0.39473684,-0.35131414
1991-03,-0.27272727,-0.11363636,-0.33333333,-0.24444444,0.0,-0.125,-0.17391304,-0.20454545,-0.27272727,-0.05128205,-0.39130435,-0.42592593,-0.4047619,-0.234088
1991-05,-0.23684211,-0.35,-0.16666667,0.11111111,-0.38596491,0.16666667,-0.05,-0.0952381,-0.09756098,-0.02941176,0.50980392,-0.12,-0.04651163,-0.05794803
1991-06,0.07142857,0.0,-0.14754098,-0.02272727,0.36734694,0.06122449,0.2244898,-0.11111111,-0.125,-0.10810811,0.0212766,0.06122449,-0.23255814,0.0142547
1991-08,-0.04651163,-0.04081633,-0.03636364,-0.28205128,-0.14754098,0.27083333,0.15384615,-0.15254237,-0.02631579,-0.06666667,0.02173913,-0.08163265,-0.27272727,-0.04618397
1991-09,-0.26785714,-0.39534884,0.08196721,-0.10526316,-0.33333333,-0.10204082,-0.15384615,-0.38461538,-0.10526316,-0.05263158,0.125,-0.49056604,0.0,-0.14993192
1991-10,-0.12727273,-0.31578947,-0.2173913,-0.13333333,-0.09090909,-0.09259259,0.08888889,-0.35087719,-0.20588235,-0.31578947,-0.15151515,-0.6,-0.1025641,-0.18867923
1991-12,-0.28571429,-0.23809524,-0.26785714,-0.12,-0.18,0.02,0.05263158,-0.35483871,-0.22727273,0.0,-0.20512821,-0.39215686,0.0,-0.15363274
1992-01,-0.10416667,-0.25,-0.125,-0.04545455,-0.38888889,-0.09259259,0.08333333,-0.10294118,-0.25,0.13888889,-0.08888889,-0.32,0.0,-0.12023078
1992-03,0.30434783,-0.02325581,0.38636364,0.20454545,0.06,0.06382979,0.34,0.06,-0.02777778,0.13333333,0.48648649,-0.09615385,0.17073171,0.1668709
1992-05,0.26190476,-0.23255814,0.34693878,0.56097561,0.171875,0.04166667,0.26,-0.03773585,0.14285714,0.13157895,0.53846154,-0.26,0.3,0.18864169
1992-06,0.41860465,-0.19444444,0.41176471,0.40625,0.26415094,0.17777778,0.10869565,0.18518519,0.11428571,0.22580645,0.18421053,-0.07142857,0.16216216,0.1839863
1992-08,-0.03125,-0.1627907,0.3,0.13888889,0.1971831,0.17777778,-0.04545455,0.05333333,0.19444444,-0.12820513,0.16666667,-0.19402985,0.0,0.05110255
1992-09,-0.0625,-0.16666667,0.07407407,0.0,0.29411765,0.3877551,0.33333333,-0.10752688,0.11111111,0.23684211,0.26829268,-0.17910448,0.175,0.12268791
1992-11,0.1025641,0.0,0.0,0.175,-0.1875,0.42553191,0.22916667,0.06666667,0.10810811,0.12820513,0.01960784,-0.25423729,0.14705882,0.07445877
1992-12,0.31578947,0.02380952,0.27419355,0.33333333,0.36170213,0.51111111,0.28,0.0,0.16216216,0.19444444,0.35555556,-0.14035088,0.29545455,0.24726708
1993-01,0.68421053,-0.06976744,0.56818182,0.13333333,0.14516129,0.20454545,0.26666667,0.07462687,0.0,0.43243243,0.29545455,-0.18181818,0.31111111,0.2324593
1993-03,0.11764706,0.025,0.47916667,0.43589744,0.17647059,0.09615385,-0.15686275,0.31746032,0.05128205,0.34782609,0.25,0.08163265,0.14583333,0.17083725
1993-05,0.40625,-0.07692308,-0.03773585,-0.02325581,-0.2295082,0.33333333,0.37704918,0.14666667,-0.06,0.35135135,0.37037037,-0.02,0.04444444,0.11961465
1993-06,0.19354839,0.0,0.34545455,0.17948718,0.21818182,0.25,0.44230769,0.09677419,0.08695652,-0.21052632,0.1372549,-0.2244898,-0.10416667,0.10950069
1993-08,0.0,-0.04761905,0.01724138,0.07142857,-0.02173913,0.29166667,0.14285714,0.0,0.11904762,-0.17241379,-0.07317073,0.0,-0.25,0.00644156
1993-09,-0.02777778,-0.07142857,0.3,0.1025641,0.42857143,0.24489796,0.2,0.26086957,-0.09756098,0.16216216,0.16666667,0.07142857,-0.04444444,0.11958993
1993-11,-0.28947368,0.075,0.04081633,0.02702703,0.23076923,0.37254902,0.20895522,0.35483871,0.0,0.48387097,0.36956522,0.24561404,-0.04347826,0.14343459
1993-12,0.35294118,0.02380952,0.32075472,0.17241379,0.34545455,0.28,0.29824561,0.21666667,0.1,0.425,0.5106383,0.13333333,0.24528302,0.26732283
1994-01,0.59459459,-0.13636364,0.29545455,0.3902439,0.21818182,0.21276596,0.30357143,0.03174603,-0.06521739,0.61538462,0.23684211,0.1509434,0.30434783,0.26006243
1994-03,0.09302326,0.0,0.29230769,0.27586207,0.22807018,0.02040816,0.125,0.10294118,-0.25,0.01960784,0.28070175,0.14285714,-0.31818182,0.07580469
1994-05,0.35897436,-0.05555556,0.11764706,0.09677419,0.21428571,0.25531915,0.1754386,0.34482759,0.34210526,0.58823529,0.44230769,0.39622642,0.22222222,0.2628317
1994-06,-0.02439024,0.2,-0.28301887,0.0,0.0625,0.07407407,0.30357143,0.02564103,-0.06382979,0.13043478,0.16,0.35087719,0.19230769,0.09187719
1994-08,0.28571429,0.05,0.08928571,0.34146341,0.1641791,0.18367347,0.35384615,0.10416667,-0.04761905,0.02777778,0.19230769,0.33962264,0.21568627,0.18299479
1994-09,0.19230769,-0.13157895,-0.07272727,0.24137931,-0.12727273,-0.0212766,0.50746269,0.1125,-0.02702703,0.37837838,0.20408163,0.18518519,-0.1875,0.09511769
1994-11,0.04347826,0.24324324,0.19642857,0.12195122,0.0,0.18181818,0.50684932,-0.01492537,-0.23076923,0.31914894,0.04444444,0.09433962,0.09090909,0.13432014
1994-12,0.04347826,0.0,0.11764706,0.11904762,-0.03846154,0.14,0.23188406,0.2375,0.0,0.41666667,0.14893617,0.08695652,0.02564103,0.10764965
1995-01,0.13207547,0.225,0.18,0.05882353,0.22641509,0.19565217,0.01639344,0.18181818,-0.24324324,0.1,0.14583333,0.25641026,0.10526316,0.11655193
1995-03,-0.08695652,-0.16666667,0.25396825,-0.24324324,0.24590164,0.08,-0.125,-0.15789474,0.02564103,-0.06521739,0.2,0.2,-0.02380952,0.02455146
1995-05,-0.20454545,0.06976744,0.10416667,-0.05263158,0.01754386,-0.06818182,0.09375,-0.12962963,-0.11764706,-0.40540541,0.02040816,-0.06122449,-0.02439024,-0.05236583
1995-06,0.04347826,-0.04651163,0.35714286,-0.17647059,0.01886792,-0.19148936,0.06779661,-0.17857143,0.08823529,-0.57142857,-0.08,-0.08695652,-0.3,-0.07311131
1995-08,0.34,-0.18421053,0.12903226,0.15789474,-0.15384615,0.29545455,0.17391304,0.0,-0.07692308,0.17391304,0.19230769,0.04545455,-0.2,0.07441584
1995-09,0.26829268,-0.18421053,0.11538462,0.13888889,0.1,-0.06976744,0.03571429,0.04255319,-0.31578947,0.43333333,-0.2,0.15384615,-0.05263158,0.03525508
1995-11,0.13636364,-0.26190476,0.22,-0.35,0.11111111,-0.21428571,0.22058824,-0.0625,-0.20588235,-0.08108108,0.0952381,0.17073171,-0.34883721,-0.04232986
1995-12,0.5,-0.02272727,0.1509434,-0.04878049,-0.02,-0.09302326,0.13559322,-0.1025641,-0.30232558,0.17142857,-0.06,0.25714286,-0.18181818,0.04053611
1996-01,0.12,-0.02040816,0.05,0.07142857,0.20901639,-0.04,-0.21666667,-0.15,-0.28205128,-0.15625,-0.13636364,-0.08108108,0.27272727,-0.01747072
1996-03,0.12765957,0.08,0.20454545,0.02777778,-0.15966387,0.04444444,-0.23188406,0.15384615,0.23809524,0.22222222,0.35416667,0.15,-0.12,0.07811362
1996-05,0.1509434,0.22222222,0.05882353,0.31578947,0.13207547,0.04,0.15942029,-0.03947368,-0.2195122,0.34285714,0.20408163,0.21052632,0.02083333,0.13650505
1996-06,0.31481481,0.04651163,0.15384615,-0.13888889,0.125,0.33962264,0.2037037,0.09195402,0.30612245,0.23684211,-0.06153846,0.38235294,-0.09756098,0.15090234
1996-08,-0.175,0.21153846,-0.15555556,0.13513514,-0.21568627,0.26530612,0.26470588,0.01470588,0.20833333,0.06666667,-0.06153846,0.375,-0.02272727,0.0746815
1996-09,0.23076923,0.29166667,-0.07272727,-0.07692308,0.08333333,0.05660377,0.33333333,-0.04,0.2,0.28571429,0.0,0.19512195,-0.08163265,0.1204383
1996-10,0.30952381,0.03921569,-0.0625,-0.03508772,0.03571429,0.07317073,0.18918919,0.06956522,0.2826087,-0.21052632,0.03703704,0.43243243,0.02272727,0.09279209
1996-12,0.08888889,0.2962963,0.10344828,-0.1627907,0.12727273,0.18604651,0.25,0.09677419,0.0,0.17948718,0.16363636,0.40540541,0.12244898,0.14667833
1997-01,0.38095238,0.11320755,-0.01785714,-0.19047619,0.17647059,0.02380952,0.08474576,0.15853659,0.31818182,0.05714286,-0.26229508,0.21212121,0.23404255,0.09417049
1997-03,0.20833333,0.17307692,-0.17857143,0.01851852,0.03571429,0.43181818,0.19642857,-0.06024096,0.31914894,0.29545455,0.0877193,0.55813953,-0.02439024,0.17678254
1997-05,0.19047619,0.32727273,0.06896552,-0.02439024,0.14035088,0.21276596,0.13333333,0.10638298,-0.37209302,0.14634146,0.11940299,0.41304348,-0.2173913,0.09483983
1997-06,0.01960784,0.1372549,-0.03076923,-0.125,0.0,0.26,0.0,-0.15625,0.22222222,0.29268293,0.01754386,0.12195122,-0.16326531,0.0626857
1997-08,0.13043478,0.19607843,0.08571429,0.05263158,0.34482759,0.2173913,0.09836066,0.12631579,0.17073171,0.28571429,0.01923077,0.07142857,0.05555556,0.14400829
1997-09,0.20754717,0.23214286,0.19402985,0.05660377,0.31034483,0.14583333,0.29545455,0.1025641,0.25,0.48717949,0.1509434,0.25581395,0.02173913,0.21730269
1997-10,0.20754717,0.26,-0.03389831,0.04651163,0.15,0.13636364,0.1875,0.15853659,-0.02272727,-0.2195122,0.09677419,0.19565217,0.0,0.08368425
1997-12,0.16666667,0.06896552,0.20338983,0.24390244,-0.125,0.27272727,0.05769231,-0.109375,0.21428571,0.19565217,0.125,0.0952381,-0.04651163,0.12266737
1998-01,0.04761905,0.06153846,-0.09259259,0.29787234,-0.0862069,0.125,0.140625,-0.09565217,-0.10638298,0.21621622,0.0,0.04651163,0.0,0.05418335
1998-03,0.36734694,0.03773585,0.15,0.40540541,-0.19402985,0.1372549,0.03278689,0.03333333,0.39583333,0.34883721,-0.05357143,-0.20930233,0.0,0.11819141
1998-05,0.43137255,0.21428571,0.23809524,0.28888889,0.05454545,0.07692308,-0.16176471,0.01298701,0.3,0.14893617,0.14285714,0.12820513,-0.19047619,0.13932237
1998-06,0.35416667,0.1,0.38461538,0.20930233,-0.17021277,0.28301887,0.21052632,0.14,0.30232558,0.41025641,0.32786885,0.02564103,0.57142857,0.25074477
1998-08,-0.15217391,0.0,-0.1147541,0.11111111,-0.17857143,0.09433962,0.0,-0.02739726,0.28571429,0.07317073,0.03571429,0.0,0.0,0.01287922
1998-09,0.04761905,0.04347826,-0.01515152,-0.02083333,-0.53030303,-0.19642857,-0.11235955,-0.140625,-0.11363636,-0.02173913,-0.375,-0.26086957,0.11111111,-0.12034272
1998-11,-0.17647059,-0.26785714,0.0,0.18181818,-0.61016949,-0.03773585,-0.08333333,-0.24096386,-0.32692308,-0.08888889,-0.08928571,-0.41304348,-0.23913043,-0.17925165
1998-12,-0.17391304,-0.01587302,-0.08571429,-0.17391304,-0.32835821,-0.14285714,0.1509434,-0.2,0.15909091,0.12280702,0.32727273,-0.1627907,0.09090909,-0.01936636
1999-01,0.0,-0.16,0.1,0.14285714,0.04761905,-0.10169492,0.07692308,-0.1125,0.23076923,0.6,-0.01694915,-0.25,0.08888889,0.06320111
1999-03,0.26415094,0.11320755,-0.05084746,0.19565217,-0.12698413,-0.01724138,0.22058824,0.10752688,0.52272727,0.57777778,0.19047619,-0.02380952,0.09090909,0.16305056
1999-05,-0.01818182,0.21568627,0.06451613,-0.025,0.08955224,0.17307692,0.08450704,0.18681319,0.33333333,0.45,0.38888889,0.30952381,-0.17777778,0.15734375
1999-06,0.14814815,0.0754717,0.24074074,0.18644068,0.10344828,0.14035088,0.01538462,-0.09655172,-0.25490196,0.45283019,0.21311475,0.2,0.19148936,0.14270978
1999-08,0.30612245,0.0212766,0.1509434,0.0,0.15254237,-0.13207547,-0.04,-0.04950495,-0.04444444,0.06896552,0.10344828,0.18604651,-0.02439024,0.06236958
1999-09,0.2173913,0.25,0.0,0.21276596,0.22641509,0.0754717,0.15662651,-0.09708738,-0.02083333,0.19117647,-0.17460317,0.075,0.06666667,0.10633977
1999-11,-0.04444444,-0.02173913,-0.16393443,0.01818182,-0.12727273,-0.08510638,0.12676056,0.12941176,-0.38095238,0.13461538,0.07407407,0.04255319,-0.06818182,-0.04128719
1999-12,-0.1,0.17857143,-0.03508772,0.03225806,0.07575758,0.0625,0.0875,0.05813953,-0.19512195,0.07843137,0.1,0.17142857,-0.17777778,0.02320496
2000-01,0.25,0.17777778,-0.21428571,0.10909091,0.15068493,0.04081633,0.16216216,-0.02298851,-0.10638298,0.18,0.21052632,0.21428571,-0.06122449,0.09278758
2000-03,0.02083333,0.23214286,0.11666667,-0.01515152,-0.14666667,0.18867925,0.29113924,0.11666667,0.05660377,0.24615385,0.13333333,0.02173913,-0.11363636,0.08598641
2000-05,-0.12,0.05128205,-0.06896552,0.25862069,0.06666667,0.1372549,0.2625,0.05797101,-0.26190476,0.09433962,0.15517241,0.06382979,-0.19230769,0.03720735
2000-06,0.05454545,0.0483871,0.01587302,-0.13793103,0.11842105,-0.01923077,0.43283582,-0.08536585,-0.15217391,-0.17391304,0.0,0.09756098,-0.25,0.00286455
2000-08,-0.13114754,-0.03703704,-0.07462687,-0.03333333,0.05714286,-0.046875,0.04615385,-0.36734694,-0.16,-0.3,-0.28571429,-0.04081633,-0.1,-0.09218781
2000-09,-0.2173913,0.12162162,-0.12698413,-0.3,-0.02898551,-0.09803922,0.05555556,-0.04950495,0.03773585,0.15254237,0.12068966,0.0212766,-0.24,-0.04183154
2000-11,-0.39583333,-0.30769231,0.1147541,-0.31818182,-0.16666667,-0.13207547,-0.01428571,-0.18085106,-0.0625,-0.25925926,0.12068966,0.08163265,-0.32,-0.13828485
2000-12,-0.19607843,-0.04761905,-0.38888889,-0.28571429,-0.33823529,-0.05263158,0.0,-0.27678571,0.03921569,0.19642857,-0.2037037,0.06521739,-0.20689655,-0.11824218
2001-01,-0.32,-0.26785714,-0.56896552,-0.54545455,-0.4,-0.23636364,0.02352941,-0.34745763,-0.08928571,-0.35416667,-0.30357143,-0.52,-0.37254902,-0.32955702
2001-03,-0.16666667,-0.33333333,-0.33333333,-0.20833333,-0.36,-0.28301887,-0.16455696,-0.09803922,-0.08,-0.11320755,0.12280702,-0.34090909,-0.43589744,-0.22470413
2001-05,-0.10416667,-0.37037037,-0.34375,-0.14754098,-0.47058824,-0.12727273,-0.15909091,-0.15,-0.08163265,0.03389831,-0.03448276,-0.58181818,-0.22916667,-0.21799849
2001-06,-0.29411765,-0.50819672,-0.33333333,-0.27272727,-0.26041667,-0.18867925,-0.20430108,-0.3,0.0,-0.26315789,-0.12962963,-0.63461538,-0.19565217,-0.27373559
2001-08,-0.33333333,-0.41176471,-0.31147541,-0.40425532,-0.36190476,-0.15,-0.15116279,-0.39189189,-0.22807018,-0.46153846,-0.35483871,-0.60714286,0.01818182,-0.31310873
2001-09,-0.29787234,-0.27777778,-0.16923077,-0.20689655,-0.39130435,-0.25862069,-0.01176471,-0.25352113,-0.32075472,-0.16129032,-0.18032787,-0.57142857,-0.21153846,-0.25490059
2001-10,-0.57142857,-0.19607843,-0.3902439,-0.1627907,-0.51694915,-0.54237288,-0.3,-0.36170213,-0.56,-0.30612245,-0.30645161,-0.4375,-0.38888889,-0.38990222
2001-11,-0.26666667,-0.42372881,-0.49206349,-0.24,-0.38961039,-0.40740741,-0.27631579,-0.5060241,-0.27272727,-0.40625,-0.36842105,-0.72340426,0.22641509,-0.33668167
2002-01,-0.17073171,-0.125,-0.22033898,-0.09259259,-0.44444444,-0.35714286,-0.2027027,-0.35576923,0.05769231,-0.18181818,-0.14516129,-0.34693878,0.0,-0.18576494
2002-03,0.15217391,0.0862069,-0.07142857,0.04081633,-0.27419355,-0.15254237,-0.08196721,0.06024096,-0.12,0.16071429,0.16666667,-0.4375,0.08510638,-0.03716227
2002-04,0.0,-0.1025641,-0.12280702,0.16666667,-0.16129032,0.0,0.32258065,-0.01886792,0.2,0.36666667,0.12727273,-0.20689655,0.04255319,0.05268183
2002-06,-0.25454545,0.08695652,-0.12121212,0.02,0.015625,-0.16129032,0.18181818,0.04597701,0.06521739,0.36363636,0.10526316,0.13333333,-0.13207547,0.02522721
2002-07,0.03846154,-0.0862069,-0.19354839,0.01754386,-0.14285714,-0.0877193,0.125,-0.22131148,-0.04081633,0.18032787,0.05769231,0.11904762,-0.04761905,-0.00505783
2002-09,0.21568627,-0.33333333,-0.015625,0.0,-0.19117647,-0.16949153,0.15384615,0.00862069,0.06153846,0.0,-0.1875,-0.33333333,0.0,-0.06661573
2002-10,-0.38297872,0.09615385,-0.44444444,-0.56338028,-0.375,-0.19642857,0.0,-0.37037037,-0.12,-0.13793103,-0.1147541,-0.27906977,0.03389831,-0.20699456
2002-11,-0.5,-0.13888889,-0.42105263,-0.14035088,-0.33333333,0.08196721,-0.03703704,-0.30952381,-0.06521739,0.15789474,-0.18309859,-0.4,-0.41509434,-0.1995176
2003-01,-0.35185185,-0.29090909,-0.20689655,-0.14893617,-0.4109589,-0.32258065,-0.01315789,-0.25806452,-0.16981132,0.06,0.0,-0.36734694,0.04444444,-0.18150041
